"användning","år","tabellinnehåll","BNP från användningssidan (ENS2010), försörjningsbalans"
"export av varor","2000","Volymförändring, procent",11.6
"export av varor","2001","Löpande priser, mnkr",842754
"export av varor","2001","Fasta priser referensår 2020, mnkr",932849
"export av varor","2001","Prisförändring, procent",2.4
"export av varor","2001","Volymförändring, procent",-2.3
"export av varor","2002","Löpande priser, mnkr",841588
"export av varor","2002","Fasta priser referensår 2020, mnkr",953220
"export av varor","2002","Prisförändring, procent",-2.3
"export av varor","2002","Volymförändring, procent",2.2
"export av varor","2003","Löpande priser, mnkr",856807
"export av varor","2003","Fasta priser referensår 2020, mnkr",996644
"export av varor","2003","Prisförändring, procent",-2.6
"export av varor","2003","Volymförändring, procent",4.6
"export av varor","2004","Löpande priser, mnkr",942772
"export av varor","2004","Fasta priser referensår 2020, mnkr",1107590
"export av varor","2004","Prisförändring, procent",-1.0
"export av varor","2004","Volymförändring, procent",11.1
"export av varor","2005","Löpande priser, mnkr",1034605
"export av varor","2005","Fasta priser referensår 2020, mnkr",1183486
"export av varor","2005","Prisförändring, procent",2.7
"export av varor","2005","Volymförändring, procent",6.9
"export av varor","2006","Löpande priser, mnkr",1153515
"export av varor","2006","Fasta priser referensår 2020, mnkr",1279578
"export av varor","2006","Prisförändring, procent",3.1
"export av varor","2006","Volymförändring, procent",8.1
"export av varor","2007","Löpande priser, mnkr",1221377
"export av varor","2007","Fasta priser referensår 2020, mnkr",1328077
"export av varor","2007","Prisförändring, procent",2.0
"export av varor","2007","Volymförändring, procent",3.8
"export av varor","2008","Löpande priser, mnkr",1273758
"export av varor","2008","Fasta priser referensår 2020, mnkr",1329855
"export av varor","2008","Prisförändring, procent",4.1
"export av varor","2008","Volymförändring, procent",0.1
"export av varor","2009","Löpande priser, mnkr",1052932
"export av varor","2009","Fasta priser referensår 2020, mnkr",1082435
"export av varor","2009","Prisförändring, procent",1.6
"export av varor","2009","Volymförändring, procent",-18.6
"export av varor","2010","Löpande priser, mnkr",1208650
"export av varor","2010","Fasta priser referensår 2020, mnkr",1254986
"export av varor","2010","Prisförändring, procent",-1.0
"export av varor","2010","Volymförändring, procent",15.9
"export av varor","2011","Löpande priser, mnkr",1283312
"export av varor","2011","Fasta priser referensår 2020, mnkr",1357155
"export av varor","2011","Prisförändring, procent",-1.8
"export av varor","2011","Volymförändring, procent",8.1
"export av varor","2012","Löpande priser, mnkr",1249775
"export av varor","2012","Fasta priser referensår 2020, mnkr",1347957
"export av varor","2012","Prisförändring, procent",-1.9
"export av varor","2012","Volymförändring, procent",-0.7
"export av varor","2013","Löpande priser, mnkr",1169541
"export av varor","2013","Fasta priser referensår 2020, mnkr",1302764
"export av varor","2013","Prisförändring, procent",-3.2
"export av varor","2013","Volymförändring, procent",-3.4
"export av varor","2014","Löpande priser, mnkr",1238745
"export av varor","2014","Fasta priser referensår 2020, mnkr",1351753
"export av varor","2014","Prisförändring, procent",2.1
"export av varor","2014","Volymförändring, procent",3.8
"export av varor","2015","Löpande priser, mnkr",1278225
"export av varor","2015","Fasta priser referensår 2020, mnkr",1372080
"export av varor","2015","Prisförändring, procent",1.7
"export av varor","2015","Volymförändring, procent",1.5
"export av varor","2016","Löpande priser, mnkr",1288097
"export av varor","2016","Fasta priser referensår 2020, mnkr",1403115
"export av varor","2016","Prisförändring, procent",-1.5
"export av varor","2016","Volymförändring, procent",2.3
"export av varor","2017","Löpande priser, mnkr",1416405
"export av varor","2017","Fasta priser referensår 2020, mnkr",1482171
"export av varor","2017","Prisförändring, procent",4.1
"export av varor","2017","Volymförändring, procent",5.6
"export av varor","2018","Löpande priser, mnkr",1570184
"export av varor","2018","Fasta priser referensår 2020, mnkr",1554341
"export av varor","2018","Prisförändring, procent",5.7
"export av varor","2018","Volymförändring, procent",4.9
"export av varor","2019","Löpande priser, mnkr",1695086
"export av varor","2019","Fasta priser referensår 2020, mnkr",1621391
"export av varor","2019","Prisförändring, procent",3.5
"export av varor","2019","Volymförändring, procent",4.3
"export av varor","2020","Löpande priser, mnkr",1579830
"export av varor","2020","Fasta priser referensår 2020, mnkr",1579830
"export av varor","2020","Prisförändring, procent",-4.3
"export av varor","2020","Volymförändring, procent",-2.6
"export av varor","2021","Löpande priser, mnkr",1825534
"export av varor","2021","Fasta priser referensår 2020, mnkr",1734749
"export av varor","2021","Prisförändring, procent",5.2
"export av varor","2021","Volymförändring, procent",9.8
"export av varor","2022","Löpande priser, mnkr",2226365
"export av varor","2022","Fasta priser referensår 2020, mnkr",1785344
"export av varor","2022","Prisförändring, procent",18.5
"export av varor","2022","Volymförändring, procent",2.9
"export av varor","2023","Löpande priser, mnkr",2324288
"export av varor","2023","Fasta priser referensår 2020, mnkr",1776859
"export av varor","2023","Prisförändring, procent",4.9
"export av varor","2023","Volymförändring, procent",-0.5
"export av varor","2024","Löpande priser, mnkr",2332502
"export av varor","2024","Fasta priser referensår 2020, mnkr",1793986
"export av varor","2024","Prisförändring, procent",-0.6
"export av varor","2024","Volymförändring, procent",1.0
"export av tjänster","1980","Löpande priser, mnkr",29846
"export av tjänster","1980","Fasta priser referensår 2020, mnkr",88754
"export av tjänster","1980","Prisförändring, procent",..
"export av tjänster","1980","Volymförändring, procent",..
"export av tjänster","1981","Löpande priser, mnkr",34462
"export av tjänster","1981","Fasta priser referensår 2020, mnkr",93845
"export av tjänster","1981","Prisförändring, procent",9.2
"export av tjänster","1981","Volymförändring, procent",5.7
"export av tjänster","1982","Löpande priser, mnkr",43822
"export av tjänster","1982","Fasta priser referensår 2020, mnkr",111014
"export av tjänster","1982","Prisförändring, procent",7.5
"export av tjänster","1982","Volymförändring, procent",18.3
"export av tjänster","1983","Löpande priser, mnkr",50623
"export av tjänster","1983","Fasta priser referensår 2020, mnkr",112083
"export av tjänster","1983","Prisförändring, procent",14.4
"export av tjänster","1983","Volymförändring, procent",1.0
"export av tjänster","1984","Löpande priser, mnkr",56257
"export av tjänster","1984","Fasta priser referensår 2020, mnkr",116788
"export av tjänster","1984","Prisförändring, procent",6.7
"export av tjänster","1984","Volymförändring, procent",4.2
"export av tjänster","1985","Löpande priser, mnkr",54676
"export av tjänster","1985","Fasta priser referensår 2020, mnkr",108256
"export av tjänster","1985","Prisförändring, procent",4.8
"export av tjänster","1985","Volymförändring, procent",-7.3
"export av tjänster","1986","Löpande priser, mnkr",56132
"export av tjänster","1986","Fasta priser referensår 2020, mnkr",114319
"export av tjänster","1986","Prisförändring, procent",-2.8
"export av tjänster","1986","Volymförändring, procent",5.6
"export av tjänster","1987","Löpande priser, mnkr",61299
"export av tjänster","1987","Fasta priser referensår 2020, mnkr",120017
"export av tjänster","1987","Prisförändring, procent",4.0
"export av tjänster","1987","Volymförändring, procent",5.0
"export av tjänster","1988","Löpande priser, mnkr",65844
"export av tjänster","1988","Fasta priser referensår 2020, mnkr",124305
"export av tjänster","1988","Prisförändring, procent",3.7
"export av tjänster","1988","Volymförändring, procent",3.6
"export av tjänster","1989","Löpande priser, mnkr",74532
"export av tjänster","1989","Fasta priser referensår 2020, mnkr",130522
"export av tjänster","1989","Prisförändring, procent",7.8
"export av tjänster","1989","Volymförändring, procent",5.0
"export av tjänster","1990","Löpande priser, mnkr",82780
"export av tjänster","1990","Fasta priser referensår 2020, mnkr",145353
"export av tjänster","1990","Prisförändring, procent",-0.3
"export av tjänster","1990","Volymförändring, procent",11.4
"export av tjänster","1991","Löpande priser, mnkr",88361
"export av tjänster","1991","Fasta priser referensår 2020, mnkr",142860
"export av tjänster","1991","Prisförändring, procent",8.6
"export av tjänster","1991","Volymförändring, procent",-1.7
"export av tjänster","1992","Löpande priser, mnkr",91924
"export av tjänster","1992","Fasta priser referensår 2020, mnkr",151951
"export av tjänster","1992","Prisförändring, procent",-2.2
"export av tjänster","1992","Volymförändring, procent",6.4
"export av tjänster","1993","Löpande priser, mnkr",103654
"export av tjänster","1993","Fasta priser referensår 2020, mnkr",157095
"export av tjänster","1993","Prisförändring, procent",9.1
"export av tjänster","1993","Volymförändring, procent",3.4
"export av tjänster","1994","Löpande priser, mnkr",109841
"export av tjänster","1994","Fasta priser referensår 2020, mnkr",161399
"export av tjänster","1994","Prisförändring, procent",3.1
"export av tjänster","1994","Volymförändring, procent",2.7
"export av tjänster","1995","Löpande priser, mnkr",114623
"export av tjänster","1995","Fasta priser referensår 2020, mnkr",159999
"export av tjänster","1995","Prisförändring, procent",5.3
"export av tjänster","1995","Volymförändring, procent",-0.9
"export av tjänster","1996","Löpande priser, mnkr",116591
"export av tjänster","1996","Fasta priser referensår 2020, mnkr",163859
"export av tjänster","1996","Prisförändring, procent",-0.7
"export av tjänster","1996","Volymförändring, procent",2.4
"export av tjänster","1997","Löpande priser, mnkr",135429
"export av tjänster","1997","Fasta priser referensår 2020, mnkr",188824
"export av tjänster","1997","Prisförändring, procent",0.8
"export av tjänster","1997","Volymförändring, procent",15.2
"export av tjänster","1998","Löpande priser, mnkr",150689
"export av tjänster","1998","Fasta priser referensår 2020, mnkr",209178
"export av tjänster","1998","Prisförändring, procent",0.4
"export av tjänster","1998","Volymförändring, procent",10.8
"export av tjänster","1999","Löpande priser, mnkr",168493
"export av tjänster","1999","Fasta priser referensår 2020, mnkr",232096
"export av tjänster","1999","Prisförändring, procent",0.8
"export av tjänster","1999","Volymförändring, procent",11.0
"export av tjänster","2000","Löpande priser, mnkr",199403
"export av tjänster","2000","Fasta priser referensår 2020, mnkr",261118
"export av tjänster","2000","Prisförändring, procent",5.2
"export av tjänster","2000","Volymförändring, procent",12.5
"export av tjänster","2001","Löpande priser, mnkr",231786
"export av tjänster","2001","Fasta priser referensår 2020, mnkr",294007
